@relation output_auxiliar_tweet

@attribute topic {microsoft,google,apple,twitter}
@attribute class {positive,negative,neutral,irrelevant}
@attribute TweetId numeric
@attribute TweetDate string
@attribute TweetText string

@data
twitter,irrelevant,1.26869995610324992E17,'Thu Oct 20 03:58:58 +0000 2011','@adrianosabino2 Maagiina amoor! Tavaa #Off esses diias akii noo #Twitter meesmoo! fiica triste cmg naaum taa?'
microsoft,irrelevant,1.26576827476094976E17,'Wed Oct 19 08:34:02 +0000 2011','#Forbes fordert Steve Ballmer zum Rücktritt auf http   t.co kpO2TPt9 via @forbes  #microsoft'
apple,neutral,1.25588749454278656E17,'Sun Oct 16 15:07:45 +0000 2011','Thanks @apple my girlfriend likes #siri more than me now.'
twitter,neutral,1.26879506521792512E17,'Thu Oct 20 04:36:46 +0000 2011','#JustBecause you got a few followers on #twitter don\'t make you a celebrity'
microsoft,irrelevant,1.26597416693665792E17,'Wed Oct 19 09:55:50 +0000 2011','Улучшим продукты компании #Microsoft вме�?те! http   t.co TheQ6sG9'
google,neutral,1.26488649905864704E17,'Wed Oct 19 02:43:38 +0000 2011','New tools giving the user the ability to restrict mobile data usage. #Google #Android #ICS'
google,neutral,1.26521228524658688E17,'Wed Oct 19 04:53:06 +0000 2011','#Google #NexusPrime Spec sheet  http   t.co iuYKWVRQ #Android #Mobile'
google,irrelevant,1.26496681717014528E17,'Wed Oct 19 03:15:33 +0000 2011','#Google anuncia melhorias ao #PowerPoint do seu Docs http   t.co 4pLGTDgz'
twitter,irrelevant,1.26859428455657472E17,'Thu Oct 20 03:16:59 +0000 2011','Y asi cambie las cosas en el #facebook y en #twitter! =D'
apple,neutral,1.2527528067899392E17,'Sat Oct 15 18:22:09 +0000 2011','@ireton Perhaps it\'s time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life'
apple,irrelevant,1.26195701704163328E17,'Tue Oct 18 07:19:34 +0000 2011','@Notre4Dame @apple haha no fuck that its still took sux and a half hours and i have to be up at 7'
apple,neutral,1.26165547154018304E17,'Tue Oct 18 05:19:45 +0000 2011','iSteps @apple store bologna http   t.co WjjBq7Ae'
apple,irrelevant,1.25184213342367744E17,'Sat Oct 15 12:20:16 +0000 2011','Discount Hemp Knots today.Cheap price too.Save money for best Hemp Knots. http   t.co 9H3jopLq@Avanti @Apple @Peeler'
twitter,neutral,1.26877971637211136E17,'Thu Oct 20 04:30:40 +0000 2011','#twitter Adam Levine Takes Aim at \'Evil\' Fox News  Starts Twitter Spat http   t.co dZmPhbut #tweezard'
google,irrelevant,1.26491616641953792E17,'Wed Oct 19 02:55:26 +0000 2011','Android 4.0 endast för enheter med 720p-skärm? http   t.co BqpiYl6W #android #google #ics'
microsoft,irrelevant,1.26726063484178432E17,'Wed Oct 19 18:27:02 +0000 2011','Этому багу в #Word уже более 8 лет! Как не �?тыдно  #Microsoft? http   t.co hIgyYAvY'
microsoft,irrelevant,1.26553028730953728E17,'Wed Oct 19 06:59:27 +0000 2011','Definitivní  #Skype pod #Microsoft. Co to pro nás znamená? - http   t.co L5f00xew'
twitter,neutral,1.26867760964841472E17,'Thu Oct 20 03:50:05 +0000 2011','Off to sleeep   #goodnight #twitter'
google,irrelevant,1.26517413788401664E17,'Wed Oct 19 04:37:56 +0000 2011','RT @bytegadget  Video oficial del #GalaxyNexus y especificaciones – El nuevo #smartphone insignia de #Google y… http   t.co Rvn0oFWy'
apple,negative,1.25665094561574912E17,'Sun Oct 16 20:11:07 +0000 2011','@semilshah yeah except that when you ask for a receipt  it takes them 30 minutes to figure out where it printed out. Fix that  @Apple!'
google,irrelevant,1.26500018000633856E17,'Wed Oct 19 03:28:49 +0000 2011','#Samsung #NexusPrime esta wwwaaooooo y con #IceCreamSandwich superior @samsungpty buena presentación #Android #Google'
twitter,neutral,1.26870119363260416E17,'Thu Oct 20 03:59:28 +0000 2011','@bhammz Welcome to #Twitter'
twitter,neutral,1.268742282963968E17,'Thu Oct 20 04:15:47 +0000 2011','RT @nagoul1  Can anyone please explain to us why the #Retweet   issue   is happening to many  but not to others? #twitter #tweeting #tweeps'
microsoft,neutral,1.26528995394199552E17,'Wed Oct 19 05:23:57 +0000 2011','Ballmer On Not Buying #Yahoo  “Sometimes You’re Lucky�? http   t.co 7ButjnVO  gt  most interesting part = nascent #Microsoft cloud leadership'
google,neutral,1.26530550394650624E17,'Wed Oct 19 05:30:08 +0000 2011','The Perks of Working at #Google  #Facebook  #Twitter and More [INFOGRAPHIC] http   t.co 0KcgbMWF #sm #socialmedia #redessociales'
google,irrelevant,1.2648681452038144E17,'Wed Oct 19 02:36:21 +0000 2011','Reconnaissance faciale poir debloquer ton phone  -)  #google #android'
apple,neutral,1.25410153196560384E17,'Sun Oct 16 03:18:05 +0000 2011','Dear @Apple iMessage client for desktop please  )'
apple,irrelevant,1.25406418777018368E17,'Sun Oct 16 03:03:14 +0000 2011','ASSISTINDO O FILME CHAPA!! PIRATAS DA INFORM�?TICA  ESSE FILME E FODA VIVA @APPLE'
microsoft,neutral,1.26691206976643072E17,'Wed Oct 19 16:08:32 +0000 2011','#HTC Arrive #Windows Phone (#Sprint) Review http   t.co CdkPyjZV #windowsphone7 #xboxlive #mobile #cdma #microsoft'
twitter,neutral,1.26862897639993344E17,'Thu Oct 20 03:30:46 +0000 2011','#Twitter to Reformat All URLs With T.co\thttp   t.co WQh2pHEA'
google,negative,1.26517608697708544E17,'Wed Oct 19 04:38:43 +0000 2011','The awkward moment when google #chrome take a hell of a lot time to load #googleplus #google'
google,neutral,1.26515637978796032E17,'Wed Oct 19 04:30:53 +0000 2011','Ice Cream Sandwich Android  #IceCreamSandwichAndroid  #Ice #Cream #Sandwich #Android http   t.co pVRaHhxR #google #youtube'
apple,neutral,1.25581280430669824E17,'Sun Oct 16 14:38:05 +0000 2011','Oops! Apparently @apple is some handle-squatter. Tweetbarassment.'
apple,neutral,1.2604418581504E17,'Mon Oct 17 21:17:30 +0000 2011','New phone is @apple  too bad im not going to get it till tommorrow  dont feel like driving to the mall AND GG is on tonight!!!'
apple,neutral,1.26016494701256704E17,'Mon Oct 17 19:27:28 +0000 2011','RT @carlmilner  RT @petapixel  iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video  http   t.co qMyMIV7z  lt  lt ...'
apple,neutral,1.26283024278110208E17,'Tue Oct 18 13:06:33 +0000 2011','@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before'
twitter,irrelevant,1.26866759792852992E17,'Thu Oct 20 03:46:07 +0000 2011','@SteffiSavillon Hahaha aplicando el buen #Twitter para las buenas tiraderas!'
twitter,irrelevant,1.26874451500474368E17,'Thu Oct 20 04:16:41 +0000 2011','lo mejor del #twitter es que ahora ya puedes darle el #pesame a tus #artistas desde tu celularrrrrrr!! #sarcasmo'
twitter,positive,1.26868475892338688E17,'Thu Oct 20 03:52:56 +0000 2011','Haven\'t been on this Twitter shit in a while man. Here because looks like #AboutThatLife be haven hella fun on #Twitter'
apple,negative,1.2605011451826176E17,'Mon Oct 17 21:41:03 +0000 2011','An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.'
google,neutral,1.26511380365983744E17,'Wed Oct 19 04:13:58 +0000 2011','RT @VentureBeat  #Google releases an Infinite Digital Bookcase http   t.co gVbdhLiu by @MeghanKel'
microsoft,irrelevant,1.26581464052678656E17,'Wed Oct 19 08:52:27 +0000 2011','Windows Phone News  Nokia  Sony und kommende Updates - Windows-News  http   t.co BlU7a24D #wp7 #nokia #microsoft'
google,neutral,1.26508789254979584E17,'Wed Oct 19 04:03:40 +0000 2011','It tells you where to find your next drink. RT @RoycinD  What the fuck is a Barometer doing in a phone? Eh? #ICS #google #galaxynexus'
twitter,irrelevant,1.2687185218543616E17,'Thu Oct 20 04:06:21 +0000 2011','vou #fazer uma #montagem com minhas #fotos para colocar como #plano de fundo aki no #twitter!!!!!!!!!!!!'
apple,neutral,1.25633233982459904E17,'Sun Oct 16 18:04:31 +0000 2011','So @apple the new iMessage is great and all  but is there a way to default to SMS when I\'m not on wifi? I have limited data.'
twitter,neutral,1.26875787818319872E17,'Thu Oct 20 04:21:59 +0000 2011','#Twitter FBOff'
microsoft,neutral,1.26686367479631872E17,'Wed Oct 19 15:49:18 +0000 2011','RT @Microsoft_EDU  Quality #education is vital. Attend #Microsoft   #Desire2Learn session at #EDUCAUSE http   t.co Gym6pUUx #EDU11'
apple,negative,1.25408737296003072E17,'Sun Oct 16 03:12:27 +0000 2011','The new iOS5 completely failed at upgrading the phone. Now I\'m stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?'
microsoft,neutral,1.26555866332798976E17,'Wed Oct 19 07:10:44 +0000 2011','Microsoft CEO says company got   lucky   when Yahoo deal fell apart #microsoft #steveballmer http   t.co l5uNInSW #neowin'
microsoft,irrelevant,1.26689077230698496E17,'Wed Oct 19 16:00:04 +0000 2011','#Microsoft y Yahoo extienden su garantía de anuncios hasta el 2013 http   t.co xAKls4gC'
apple,irrelevant,1.26271901340401664E17,'Tue Oct 18 12:22:21 +0000 2011','En @Apple mucho diseño pero llevo media hora esperando a mi clase que poca formalidad'
apple,neutral,1.26012515019784192E17,'Mon Oct 17 19:11:39 +0000 2011','@coatgal @apple considering his circumstances - suffering faults on off for long periods -They replaced his phone with a new as a  goodwill'
twitter,neutral,1.26865691923062784E17,'Thu Oct 20 03:41:52 +0000 2011','Lets not throw CJ under the bus yet.. Hes still a 100 million dollar #twitter guy!'
twitter,neutral,1.26869175053467648E17,'Thu Oct 20 03:55:43 +0000 2011','i want him to make a #Twitter'
google,neutral,1.26514438680489984E17,'Wed Oct 19 04:26:07 +0000 2011','#Android #Google Nexus Site Updated With ICS and Galaxy Nexus  Register to be Notified http   t.co GHPDQALt #DhilipSiva'
twitter,neutral,1.26867304549072896E17,'Thu Oct 20 03:48:17 +0000 2011','Hello! Welcome to #twitter RT “@beabea210  @ACCU_MED ....hello Accu-Med!!!�?'
twitter,neutral,1.26867711807598592E17,'Thu Oct 20 03:49:54 +0000 2011','To much #twitter taking a break. ♣'
twitter,neutral,1.26867371364319232E17,'Thu Oct 20 03:48:33 +0000 2011','@IamTinaThompson @JudgeGregMathis is on #twitter also!!'
apple,neutral,1.26289716097196032E17,'Tue Oct 18 13:33:09 +0000 2011','yes  i am live tweeting my @apple tech support call. Isn\'t this fun?'
apple,negative,1.26075115686465536E17,'Mon Oct 17 23:20:24 +0000 2011','Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w  2 others) http   t.co GKlXMUi6'
twitter,neutral,1.26883457614884864E17,'Thu Oct 20 04:52:28 +0000 2011','Sneaky  sneaky. Seven ways to spy on your competition  using #Twitter - http   t.co RxopvNGQ - via @ruhanirabin @AskAaronLee'
twitter,irrelevant,1.2688249853693952E17,'Thu Oct 20 04:48:39 +0000 2011','Tõ De PaqueeRa em uma Linda Mulher Aquii no #twitter  lt ~~Linda'
twitter,irrelevant,1.26864848649846784E17,'Thu Oct 20 03:38:31 +0000 2011','#Twitter OFF! Duerman super rico!  D'
apple,negative,1.26257645282799616E17,'Tue Oct 18 11:25:43 +0000 2011','Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can\'t handle it. 200 mb of data just because #'
microsoft,positive,1.2669555568556032E17,'Wed Oct 19 16:25:49 +0000 2011','wow - #Microsoft tech turns your body into a touchscreen http   t.co 5hVBC5Bm via @PSFK'
google,irrelevant,1.26493008244912128E17,'Wed Oct 19 03:00:57 +0000 2011','#Pregunta...Pro y Contra del evento de #Google?'
twitter,positive,1.2687351838527488E17,'Thu Oct 20 04:12:58 +0000 2011','Laying down on my bed and I\'m on my favorite app. #twitternation #twitter  gt  #facebook'
twitter,neutral,1.26868990730575872E17,'Thu Oct 20 03:54:59 +0000 2011','Good Night #Twitter    #TwitterTweeters  )'
twitter,irrelevant,1.26877775830327296E17,'Thu Oct 20 04:29:53 +0000 2011','Sunaa karo merii jaan in se un se afsaane   sab ajnabi hain yahaan kaun kis ko pehchane #Kaifi #Shair #Twitter'
microsoft,negative,1.26640632478445568E17,'Wed Oct 19 12:47:34 +0000 2011','[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http   t.co ItdkLRry'
apple,negative,1.25966385259098112E17,'Mon Oct 17 16:08:21 +0000 2011','+1  RT @Doug_Newton  @apple PLEASE FIX #Siri!!!! She can\'t connect to your network!!!!!!!'
apple,neutral,1.2572704426387456E17,'Mon Oct 17 00:17:17 +0000 2011','@apple out of respect  I really do think  the Apple logo should be revised to the one you have no doubt seen… http   t.co xNKwgxme'
twitter,irrelevant,1.26882470703529984E17,'Thu Oct 20 04:48:33 +0000 2011','Estoy dando clases de #twitter @jasaro10'
microsoft,irrelevant,1.26709780038434816E17,'Wed Oct 19 17:22:20 +0000 2011','RT @GrantThorntonNL  #grantthornton geeft gouden tips #verkoop #onderneming. Ook workshops #philips #nobel #rabobank #microsoft #port4gr ...'
apple,negative,1.26377298650861568E17,'Tue Oct 18 19:21:10 +0000 2011','@apple thank you for ruining my 3GS with #iOS5. You\'ve just turned my phone into an utterly useless pile of shit.'
google,neutral,1.26504923687960576E17,'Wed Oct 19 03:48:18 +0000 2011','Unwrapping Ice Cream Sandwich on the Galaxy Nexus http   t.co qukDb5lb #google #mobile'
twitter,irrelevant,1.26864623252144128E17,'Thu Oct 20 03:37:37 +0000 2011','@dialepimu Ya decía yo   ésta nena escribe muy bn me imagino que debe tener un perfil en #twitter  '
twitter,neutral,1.26879729189011456E17,'Thu Oct 20 04:37:39 +0000 2011','My #twitter age is 1 year 325 days 10 hours 18 minutes 7 seconds. Find out yours at http   t.co 0zAtZhKP #twittertime'
google,neutral,1.26507911844339712E17,'Wed Oct 19 04:00:11 +0000 2011','On Google+ then go here http   t.co VS0UJozD #GPlus #Googleplus #Google #teamfollowback #socialnetwork'
google,irrelevant,1.26497063742603264E17,'Wed Oct 19 03:17:04 +0000 2011','หน้าตาของระบบปฎิบัติ�?าร Android 4.0 Ice Cream Sandwich ของ #google �?็ดูดีเหมือน�?ันนะ'
apple,positive,1.26318009647235072E17,'Tue Oct 18 15:25:35 +0000 2011','RT @TripLingo  We\'re one of a few   Featured Education Apps   on the @Apple **Website** today  sweet! http   t.co 0yWvbe1Z'
microsoft,neutral,1.26653015754149888E17,'Wed Oct 19 13:36:46 +0000 2011','Beware phone #scam calls pretending to be #Microsoft who claim your machine has a #virus - http   t.co 5F2p4XcB'
google,irrelevant,1.26532543158820864E17,'Wed Oct 19 05:38:03 +0000 2011','RT @LoyaltyFamU  ] #money #jobs Network Accounts Submit Or Propose ur bids now http   t.co YF8fmEaH via  #google @LoyaltyFamU'
twitter,positive,1.26859371094360064E17,'Thu Oct 20 03:16:45 +0000 2011','#twitter  )'
google,neutral,1.26523245649342464E17,'Wed Oct 19 05:01:07 +0000 2011','And here\'s the run-down on #Android4.0 aka #IceCreamSandwich http   t.co f1V3HJAe #google'
apple,negative,1.26167083334643712E17,'Tue Oct 18 05:25:51 +0000 2011','Like @apple da fuck is this shit?  http   t.co nb4DHlSg'
twitter,irrelevant,1.26872218025213952E17,'Thu Oct 20 04:07:48 +0000 2011','Quem não tem um #TWITTER que atire a primeira pedraaaa'
apple,negative,1.25654540455378944E17,'Sun Oct 16 19:29:11 +0000 2011','Is it too much to ask which app is incompatible  @apple? http   t.co yKqip7nk'
google,irrelevant,1.26523556958961664E17,'Wed Oct 19 05:02:21 +0000 2011','#Google образова онлайн потребителите http   t.co 9XMBZbUk #защитаналичнитеданни'
apple,neutral,1.2569284505411584E17,'Sun Oct 16 22:01:24 +0000 2011','Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http   t.co mpBZyl72'
microsoft,irrelevant,1.266660225173504E17,'Wed Oct 19 14:28:27 +0000 2011','Steve Ballmer haalt uit naar #Android http   t.co LlIxBzeV #nuandroid Dan ben ik ook een nerd  ja daaaaag  slecht zeg van #microsoft'
apple,neutral,1.259184447628288E17,'Mon Oct 17 12:57:51 +0000 2011','iPhone 4S 8MP camera   It´s a SONY. http   t.co njTHOi2x @sony @apple #apple #iphone4S #cameras'
microsoft,negative,1.26675041353076736E17,'Wed Oct 19 15:04:18 +0000 2011','#microsoft update is so slow   (( http   t.co 37IGhGic'
google,neutral,1.26522997522702336E17,'Wed Oct 19 05:00:07 +0000 2011','Here\'s what we know about the #GalaxyNexus http   t.co 7bYXbQVY #google #android'
microsoft,neutral,1.2672443379154944E17,'Wed Oct 19 18:20:34 +0000 2011','RT @thomasgoubin  RT @cmaneu  #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http   t.co kWfptH4P (Please RT  )'
twitter,irrelevant,1.2687119936299008E17,'Thu Oct 20 04:03:45 +0000 2011','#Twitter es como el alcohol  Empiezas por curiosidad  luego socializar  después por diversión y terminas en adicción.   soy ya alcohólico  )'
microsoft,neutral,1.2672272944451584E17,'Wed Oct 19 18:13:47 +0000 2011','Windows 8 on a #Tablet? Can #Microsoft put a bruise on the #ipad? - http   t.co WGRMnyPi #productivity #office'
twitter,irrelevant,1.26858034466131968E17,'Thu Oct 20 03:11:26 +0000 2011','Nunca comprendí para que sirve el #Twitter'
google,positive,1.26519329025040384E17,'Wed Oct 19 04:45:33 +0000 2011','Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http   t.co BZNy74Nn'
twitter,neutral,1.26879073220829184E17,'Thu Oct 20 04:35:03 +0000 2011','I can\'t believe @mr_malie504 is not on #Twitter'
twitter,irrelevant,1.26875401887821824E17,'Thu Oct 20 04:20:27 +0000 2011','#Tecnologia  sabias que #twitter genera 250 millones de publicaciones al día http   t.co CA2dK0xH'
twitter,negative,1.26882964582838272E17,'Thu Oct 20 04:50:30 +0000 2011','RT @mainey_maine  RT @ItalianJoya i better be able to see my RT\'s tomorrow #twitter and tell that lil blue ass bird  (cont) http   t.co  ...'
twitter,irrelevant,1.268720235521024E17,'Thu Oct 20 04:07:02 +0000 2011','Buenas noches a todos  ) #twitter off'
twitter,neutral,1.26871372164120576E17,'Thu Oct 20 04:04:26 +0000 2011','@Slater_Boy Needs to take his ass to sleep... Its grown folks hour on #twitter'
microsoft,irrelevant,1.2676945296766976E17,'Wed Oct 19 21:19:27 +0000 2011','#Microsoft lanza sitio oficial de #Skype http   t.co c3kGqpyR #JeryTecnologias #tecnología'
twitter,neutral,1.26876778806509568E17,'Thu Oct 20 04:25:55 +0000 2011','@Bthompson16 if I was #toocool for #twitter then I wouldn\'t go on it and as a result my life would be boring so I don\'t think I am'
twitter,neutral,1.26865091026100224E17,'Thu Oct 20 03:39:29 +0000 2011','1 500 #followers on #Twitter and 2 500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!'
apple,neutral,1.259604389817344E17,'Mon Oct 17 15:44:43 +0000 2011','Packed session on @Apple and @Google at #GartnerSYM. Indicator of today\'s mindshare?'
microsoft,neutral,1.26707418536218624E17,'Wed Oct 19 17:12:57 +0000 2011','#Microsoft Turns Your Body Into A Touchscreen @PSFK  http   t.co GMT9sLfN via @AddThis'
twitter,irrelevant,1.26869422857142272E17,'Thu Oct 20 03:56:42 +0000 2011','#twitter me esta absorbiendo D '
apple,positive,1.25995158679461888E17,'Mon Oct 17 18:02:41 +0000 2011','Yessss! I\'m lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.'
google,neutral,1.26519227006988288E17,'Wed Oct 19 04:45:08 +0000 2011','#Android #Google Galaxy Nexus http   t.co GXVKqi6z #DhilipSiva'
google,neutral,1.26521102783619072E17,'Wed Oct 19 04:52:36 +0000 2011','#Google and #Samsung reveal the #NexusPrime running the #IceCreamSandwich...#Mobile #Android'
microsoft,neutral,1.2672228477698048E17,'Wed Oct 19 18:12:01 +0000 2011','Creating #Pareto charts using #Microsoft #Excel http   t.co dXbKq8q8'
twitter,irrelevant,1.26864441999507456E17,'Thu Oct 20 03:36:54 +0000 2011','Es k algo le pasa a mi #twitter nada en lo que me taggean aparece ... Que sucede?'
apple,neutral,1.25962667541270528E17,'Mon Oct 17 15:53:34 +0000 2011','Is @Apple\'s voice #tech really as impressive as the net thinks it is? http   t.co Rbf23CNX #siri'
microsoft,irrelevant,1.26615874508558336E17,'Wed Oct 19 11:09:11 +0000 2011','Nueva tecnología convierte cualquier superficie en una pantalla multitactil. http   t.co EDibLL5V #Microsoft #omnitouch'
google,irrelevant,1.2651595351629824E17,'Wed Oct 19 04:32:08 +0000 2011','so. ja. Ich will das galaxy nexus. sofort! #google #samsung'
twitter,irrelevant,1.26856274531991552E17,'Thu Oct 20 03:04:27 +0000 2011','Sin más a que hacer referencia me voy pal carajo a dormir buenas noches a los escasos panas q tengo en el #twitter'
microsoft,irrelevant,1.26500332078505984E17,'Wed Oct 19 03:30:04 +0000 2011','#Microsoft presenta un teclado #touch sobre cualquier superficie  http   t.co mU1FdIhF'
microsoft,neutral,1.26573645421228032E17,'Wed Oct 19 08:21:23 +0000 2011','RT @NeowinFeed  Rumor  New screen sizes  specs coming to Windows Phones #windowsphone #microsoft http   t.co Ja9sEesh #neowin'
microsoft,neutral,1.26744229912379392E17,'Wed Oct 19 19:39:13 +0000 2011','Suppose Microsoft Had Bought Siri? - Forbes http   t.co HoJx73Hh #apple #microsoft #siri'
microsoft,neutral,1.26640775730700288E17,'Wed Oct 19 12:48:08 +0000 2011','RT @AppSenseTechie  #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http   t.co fCXdU7mA'
microsoft,neutral,1.26678683393081344E17,'Wed Oct 19 15:18:46 +0000 2011','The NEW #Microsoft Action Pack gives @MSPartners access to software  development tools  training and market visibility!'
microsoft,neutral,1.266421374240768E17,'Wed Oct 19 12:53:33 +0000 2011','2 hours south of Richmond  VA -- gt  #Microsoft Builds Two-Headed Data Center in Feds’ Backyard http   t.co aWwVVoDR #cloud #tech'
apple,neutral,1.26302918797312E17,'Tue Oct 18 14:25:37 +0000 2011','Just when #TomCruise thought he had a unique name for his daughter  @Apple pulls the rug out from under him with the new #Siri App.'
twitter,irrelevant,1.26875039621578752E17,'Thu Oct 20 04:19:01 +0000 2011','RT @teresarod  Tengo lo que a mi me basta para ser feliz #(8) #twitter OFF como? No sabia!!'
apple,neutral,1.25994997609803776E17,'Mon Oct 17 18:02:02 +0000 2011','RT @robertoafelipe  @apple predicts #Siri in 1987 in video  the video is staged for September 2011 http   t.co tFNRP3MD'
twitter,irrelevant,1.26870802837680128E17,'Thu Oct 20 04:02:11 +0000 2011','@Angelina_adr Se que Utiliza más Pin que #Twitter   que #Facebook  agrega hay pin  2178D655'
microsoft,irrelevant,1.26734707038756864E17,'Wed Oct 19 19:01:23 +0000 2011','Necesito editar un archivo y no puedo  solución #Microsoft  no lo edites que estupides'
twitter,neutral,1.26861941372239872E17,'Thu Oct 20 03:26:58 +0000 2011','@Obamaphile @vegascharlieb your not in #twitter jail again r u ?'
google,positive,1.26499145014980608E17,'Wed Oct 19 03:25:21 +0000 2011','Oh yes  and now - The Android Beam! Alright  I made the right decision to be on Team #Google  Team #Android!'
twitter,irrelevant,1.26869094610907136E17,'Thu Oct 20 03:55:23 +0000 2011','#Fcbk empieza a agregar nuevas aplicaciones volviendose cada vez mas obsoleto y aburrido... #Twitter es mejor que #fcbk #hedicho #jum'
apple,negative,1.25639217090011136E17,'Sun Oct 16 18:28:18 +0000 2011','So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT'
google,neutral,1.26528157573578752E17,'Wed Oct 19 05:20:38 +0000 2011','Android 4.0 Ice Cream Sandwich announcement round-up #android #google http   t.co ExcNswwx'
google,negative,1.26517970179600384E17,'Wed Oct 19 04:40:09 +0000 2011','Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false positives. Not cool. #Google'
apple,positive,1.2556242820020224E17,'Sun Oct 16 13:23:10 +0000 2011','RT @deb_lavoy  the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple'
microsoft,irrelevant,1.26784813066756096E17,'Wed Oct 19 22:20:29 +0000 2011','#Job #ICT IT-Supporter -in 50\%  Universität Zürich  Zürich http   t.co IzFSsjgo #Microsoft #IT'
twitter,irrelevant,1.26879705046597632E17,'Thu Oct 20 04:37:33 +0000 2011','Como esta la gent ermosa del #twitter n.n'
apple,negative,1.26309616391950336E17,'Tue Oct 18 14:52:13 +0000 2011','@apple  your new   Save a Version   function in Pages is absolutely the most awful  interrupting  counter-intuitive piece of crap in the world'
google,neutral,1.26510143541231616E17,'Wed Oct 19 04:09:03 +0000 2011','#Google encrypts search data against hackers  marketers \'howl\'  http   t.co nFwcQD9R | #divisions'
google,positive,1.2651154516017152E17,'Wed Oct 19 04:14:37 +0000 2011','S O to #google for getting me through high school and college....you are appreciated'
apple,neutral,1.25196751387889664E17,'Sat Oct 15 13:10:06 +0000 2011','@Apple Scrapple. ( '
twitter,irrelevant,1.2686911090157568E17,'Thu Oct 20 03:55:27 +0000 2011','RT @Yonopienso_  RT @Yvandavid  Que lo mataron por #Twitter ya RT @Yonopienso_  ¿Que le paso a Osmel?xD.'
twitter,irrelevant,1.26862852681240576E17,'Thu Oct 20 03:30:35 +0000 2011','Hasta mañana #Twitter'
twitter,irrelevant,1.2687891462580224E17,'Thu Oct 20 04:34:25 +0000 2011','E o meu #Primo @eduuaardo_ que nunca mais apareceu pelo #Twitter?  Saudade de você primãao ♥'
microsoft,irrelevant,1.26671000736763904E17,'Wed Oct 19 14:48:14 +0000 2011','http   t.co 7xjMqMv8 Dat het een lompe boer is   Dat wisten we al. Dat ie het echt niet snapt weten we nu ook. #fail #balmer #microsoft'
apple,neutral,1.26300304600866816E17,'Tue Oct 18 14:15:13 +0000 2011','How the community saw #SteveJobs - 12 Most #Community   iCelebrates   Steve Jobs - http   t.co jJRwIvmc @Apple'
microsoft,neutral,1.26690392568639488E17,'Wed Oct 19 16:05:18 +0000 2011','Steve Ballmer slams Android #microsoft #steveballmer http   t.co GQqyQbaG #neowin'
google,irrelevant,1.2649233955960832E17,'Wed Oct 19 02:58:18 +0000 2011','RT @BeautyNda_Beast don’t waste your time on a guy that isn’t willing to waste his time on you #Google'
twitter,neutral,1.2685827633905664E17,'Thu Oct 20 03:12:24 +0000 2011','#bedtime #goodnight #twitter'
google,irrelevant,1.26489247581609984E17,'Wed Oct 19 02:46:01 +0000 2011','Presentanción #Android 4.0 y Samsung Nexus Prime - http   t.co Iy3VNaFF #Google. (Se jodió #iOS5)'
apple,neutral,1.2631659497142272E17,'Tue Oct 18 15:19:57 +0000 2011','@rtimbuc thx for publicly coming out out of the @Apple closet ...  )'
google,negative,1.26488700975726592E17,'Wed Oct 19 02:43:51 +0000 2011','Why is #Google whoring for SAMSUNG? #ICS'
twitter,positive,1.2688359004164096E17,'Thu Oct 20 04:52:59 +0000 2011','i love my background!! #twitter'
microsoft,irrelevant,1.2664777182138368E17,'Wed Oct 19 13:15:56 +0000 2011','#Microsoft convierte en táctil a cualquier superficie [VIDEO] http   t.co RsXmVUxL'
microsoft,neutral,1.26754216160145408E17,'Wed Oct 19 20:18:54 +0000 2011','I can\'t c it as an important invention ... Siri is an incomparable alternative!  -- PocketTouch http   t.co 4DPIoyqT #MicroSoft #Siri'
google,neutral,1.26507418539671552E17,'Wed Oct 19 03:58:13 +0000 2011','Google Galaxy Nexus http   t.co vWpuA2gt #google #galaxynexus #android #ICS'
google,neutral,1.2649277593079808E17,'Wed Oct 19 03:00:02 +0000 2011','Can Bill Gross Take On #Facebook  #Twitter   #Google+ With Chime.in? - Forbes http   t.co pG5uHrmI #socialmedia'
