@relation output_tweet_blind

@attribute topicazo {apple,google,twitter,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
twitter,?,'ThatsRealTalkin I m doing the Tallman Twitter list for fun I just wanna see how many men 6 3 and up are on Twitter It s just for fun'
google,?,'alanlepo IBM Connections light years ahead of other vendors in analytics http t co jg24duIa socialbiz Google'
apple,negative,'Why book Apple Genius Bar if after 2 5 hours you still can t be served Disappointing Apple Store Sydney thanksfornothing'
microsoft,?,'RT infamarketplace Tool to allow users to apply DataQuality rules directly from MS Excel Learn more infamarketplace http t co j'
twitter,?,'Acaso twitter muestra la mayor parte de lo que pensamos'
twitter,?,'got my blade for these twitter streets third shift'
microsoft,?,'Microsoft verl ngert Umsatzgarantien f r Suchpartner Yahoo ZDNet de http t co H3dseq5h'
google,?,'Google Offers to compete with Groupon Living Social Pittsburgh Post Gazette http t co Wwj3xvdm google'
microsoft,?,'Microsoft anuncia nuevos t tulos de juegos educativos http t co etbab2UJ'
twitter,?,'Buenas noches genteeee twitter los quierooo'
twitter,?,'RT Yvandavid RT Yonopienso RT Anyelius12 RT Yonopienso RT Yvandavid Que lo mataron por Twitter ya RT Yonopienso Que le'
google,?,'Google Ice Cream Sandwich Nexus Prime Launch LIVE BLOG http t co kj2y69HM'
apple,?,'Said to have laid out the next 4 years apple Jobs last iPhone is 2012 not the iPhone4S iPhone 4G 5 2012 is magical http t co DxxklUBp'
microsoft,?,'Nu har Microsoft ppnat Mango kranen helt http t co 0ZbZlMwo via windowsblog'
twitter,?,'Facebook y Twitter me volver n loco'
microsoft,?,'Sogeti y Microsoft crear n un centro de desarrollo de soluciones basadas en Azure http t co PHH2WmM1 via AddThis'
microsoft,negative,'Really hate the Microsoft mcp site'
google,?,'Google Samsung Android 4 0 Ice Cream Sandwich http t co XhbCkQ9t'
twitter,?,'facebook Twitter spongebob nirvana Great way to spend the night D'
microsoft,?,'Microsoft Cloud Getting Physical with Virtual Servers Q Is it important that Windows Server and Microso http t co n8ky79pQ TCN'
google,?,'GOOGLE ANDROID 4 0 out Available with SAMSUNG nexus'
google,?,'I want some of these google toys'
google,?,'Inline keyboard spell check is nice ICS with native voice dictation Android Google'
google,?,'RT shagorikah Telegraph reports that the biggest threat to facebook is its power users have shifted to twitter or google http t'
apple,?,'xwordy iCloud was new I didn t need weather or stocks but they were there pre ios5 so I m not hopeful that this will help apple'
google,?,'Google No se que aria sin ti'
microsoft,?,'Love the Microsoft campus Love the feeling of the mixer building Thanks vslive bringing the conference here'
microsoft,?,'Microsoft Research shows Holodesk looks like science fiction but is science fact http t co vv6ltkYp'
google,?,'Google How to Play a Teenpatti Tournament Junglee is fired up to provide you the 1st ever multi pla http t co 96GaNUx2 wikileaks'
apple,?,'Currently learning Mandarin for my upcoming trip to Hong Kong I gotta hand it to Apple iPhones their uber useful flashcard apps'
apple,?,'I m a current Blackberry user little bit disappointed with it Should I move to Android or Apple iphone'
microsoft,?,'Windows 8 Microsoft schafft den Startbildschirm ab http t co 06vsmKdm'
apple,?,'interesante por decirlo menos sabes que la c mara del iphone4s le pertenece a sony mmm ojal ande bien y no sea mala jugada de apple'
microsoft,?,'Will watch this one with interest RT RossMistry Microsoft Codename Data Explorer CTP Coming http t co kvJSerCj via scottyd99999'
microsoft,?,'Infosys has tied up with Microsoft to provide cloud based offerings to clients http t co zwqwpdQ4 cloud infosys microsoft technews'
apple,?,'Win an Apple iPod Touch from Mommy gaga get the Pampers Hello World Baby Memories App http t co zRBak7kL PampersHelloApps'
twitter,?,'What is the difference between twitter and googleplus'
twitter,?,'im tired gonna get to bed peace out twitter'
google,?,'RT raovallab How Google Ventures Chooses Which Startups Get Its 200 Million http t co UGsBdxQm via mashbusiness mashable'
google,?,'Google stellt Android 4 0 Ice Cream Sandwich offiziell vor SDK jetzt verf gbar http t co R6aEQ4fH'
twitter,?,'RT jeffbullas Twitters impressive numbers http t co VJRSsfYn Twitter SMM SocialMedia'
microsoft,?,'http t co 1ioM4Fqs O que realmente pode mudar com o Windows 8 windows8 microsoft'
twitter,?,'How about MattSloyer on the twitter'
google,?,'RT theunlockr Nexus S will get Ice Cream Sandwich too Google http t co Igq9kdIL android samsung ics'
microsoft,?,'Microsoft Werk Sharepoint specialist Groningen Het gaat om het verder uitbouwen van een portal en om SharePoint http t co Ytq1Kv5d'
google,?,'Galaxy Nexus http t co xDxcwSAR android google No s yo semejante pantalla'
microsoft,?,'ParadoxicalMike yes our is under lock and key we are guarded by the mighty Microsoft unlike google with it s androids'
microsoft,?,'Yahoo up 4 sale again Yrs back Microsoft almost bought it now glad it didn t This could b deal of the year that dosent happen'
twitter,?,'Noches Twitter fue un dia bonito'
google,?,'www google com googlenexus google android icecreamsandwich googlenexus'
twitter,?,'Twitter Off n n'
microsoft,?,'Omni Touch Screen System going beyond the touch screens http t co SH2fCwuS Featured Tech amp Gadgets Microsoft Omnitouch'
twitter,?,'buenas noches Twitter W'
microsoft,?,'Brittjje MICROSOFT'
google,negative,'Starting to doubt google android policy no released android sources since 2 3 3 Curious for an opensource project to say the least'
google,?,'I cannot wait for a new ICS phone Google android'
twitter,?,'Buenas Noches Followers 3 twitter off'
google,?,'Android Google Official Promo Video Reveals Verizon Wireless Destination http t co xKH7UGY4 DhilipSiva'
twitter,?,'thai q liga pra acordar ele e fala q foi pedido twitter kkkkk'
apple,negative,'but seriously apple finance me a damn phone you greedy bastards OR Santa get your jolly ass in gear and get us a 4S white plz'
google,?,'AsiaClassifiedToday Adopting solar leasing programmes in Singapore by Rachel Wong eco bus http t co l1V1gUIG asia google ads'
apple,negative,'not happy with apple right now the upgrade to my itouch4 took out my itouch and laptop help'
twitter,?,'KylieMessier yeahh you did It was about time Caught the twitter bug and now i m hooked'
google,?,'En train de suivre la keynote Google Ice Cream Sandwich Google icecreamsandwich'
microsoft,negative,'sledgehammer maybe RT SkandalasGP Office blues drink RT wuppy microsoft fail notresponding for fcucks sake http t co lCXa9q8P'
microsoft,?,'Microsoft Released Camera Codec Pack For Supporting RAW File Windows'
google,?,'google you do have a journ degree correct RT SZimms Who know how to format an annotated bibliography in APA style'
google,?,'RT rishij pune google must b having sum underlying reasoning 4 naming products after eatables eclair gingerbread icecream rawados'
google,?,'On Google then go here http t co oTBwkxo9 GPlus Googleplus Google teamfollowback socialnetwork'
apple,negative,'apple Wish I could pick month day and YEAR when setting a new calendar item on my iPhone Why hasn t the new iOS fixed this yet'
apple,?,'RT mpastrana RT apple no pasa nada todo esta bien no pasa nada todo esta en orden http t co zwECWhD'
microsoft,?,'http t co VgMYdlDS found article on http t co UAWHbOLz Fake Microsoft scammers lure users into granting remote access to PCs'
apple,?,'IHS iPhone 4S shows key design and component changes http t co gZmdzvLe apple apple iphome4S ios5'
apple,?,'AsimRang apple umber well so far ive seen it for apps'
google,?,'Did Jews on a Google Search http t co PyoG47fV lt lt lt Kill Jesus Cause 9 11 Vote for Hitler'
google,?,'Google News Unwrapping Ice Cream Sandwich on the Galaxy Nexus Cross posted on the Google Mob http t co AgC6PCz7 harshgandhitk'
microsoft,?,'Silver GOLD Apple tumbles no matter how many sold Microsoft buys them 4 a nice price so get in there show justsayin Droid rules inend'
apple,?,'loving new technology from apple iPhone 4s mac air and iCloud are unreal technology'
twitter,?,'RT MARCELOMENDES Sigam no Twitter vale muito legal www twitter com TREINANDOLIDER'
apple,negative,'sigh apple store seems stumped what to do about my catastrophically bad battery life after upgrading to ios5'
apple,?,'Jake Gyllenhaal So you ve made up with Apple'
microsoft,?,'cuentaLaLeyenda que microsoft llego a servir Ah no Eso nunca llego a ocurrir'
microsoft,?,'Morgen maak ik bekend wie een WindowsPhone7 5 krijgt is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbritt nl MICROSOFT'
google,?,'RT GLaraLopez The Perks of Working at Google Facebook Twitter and More INFOGRAPHIC http t co 0KcgbMWF sm socialmedia redes'
twitter,?,'jajajajaja la mignonmc contandome un secretoo ii x el twitter jajajaja'
microsoft,?,'M10135 Microsoft Course RRP 1640 VAT Our Price 1148 VAT http t co vOTLSnfX ittraining microsoft'
twitter,negative,'still not quite sure how to use this what the point of it is twitter idontunderstand'
google,?,'RT twandroid Le barom tre est inclus dans le Galaxy Nexus google nexusprime'
microsoft,?,'EMC White paper on Automated Perf Optimization for Microsoft Applications with EMC VMAX FAST VP and HyperV SCVMM http t co kAHnFla7'
twitter,?,'JESUS tantos pinches siglos sin escribir en Ti Mi Querido Twitter lt 3'
twitter,?,'grahamgoingham it s a true delight to see you on Twitter P S you rocked the house tonight'
google,?,'It s not Google vs Apple It is Apple Google vs the old way GigaOm http t co LJlc6YzS google'
apple,?,'Awesome documentary about how apple was created stevejobs apple apple http t co Qetk8ds2'
apple,?,'RT TimjwDowning iOS 5 is a great system but it s taken all day to download apple'
microsoft,?,'RT AvanadeSpain RT MuyCanal MuyCanal Avanade y Ferranti Computer ofrecen un ERP basado en Microsoft Dynamics http t co Maghjzc'
google,?,'Android Beam partager du contenu entre devices Android via le NFC google nexusprime'
apple,?,'Lmao I think apple is onto something magical I am DYING haha Siri suggested where to find whores and where to hide a body lolol'
microsoft,negative,'Microsoft arrogance again Ballmer says you need to be a computer scientist to use Android http t co pltitgeI'
google,?,'Galaxy Nexus Officially Announced At Hong Kong Event http t co wMy6LoCd google'
google,?,'La presentazione di Ice Cream Sandwich appena finita la scimmia ha gi cominciato a urlare lo voglio D Google ICS GalaxyNexus'
apple,?,'I wish someone would gift me an unlocked iPhone 4s iPhone Apple'
microsoft,negative,'http t co 5oK4XcOw Microsoft i hate you again microsoft'
google,?,'Believe it or not political process is changing across all countries Thanks to new social media Facebook twitter google'
google,?,'Slick beam capabilities included in Android 4 0 Touch 2 devices together and select Beam and content is transferred Google Android ICS'
apple,?,'Apple needs to give me a contract deal i get them new customers all the time teamiphone'
microsoft,?,'bsteelooper I vouched for you in programmer microsoft engineer and ethical hacker on Connect Me http t co HIJqPBso'
twitter,?,'Twitter lies RT amerikusl I lose all my friends once they get pregnant'
google,?,'Presentado Oficialmente Android 4 0 ICS ANDROIDVZLA http t co adQYCOdD android androidvzla google ICS'
twitter,?,'Free Nuttball fuckyoumean Pittsburgh don t got the best twitter'
twitter,?,'My twitter age is 2 years 160 days 2 hours 28 minutes 32 seconds Find out yours at http t co 3YI2oDVK twittertime'
apple,?,'RT TravisDommert Is leaving Steve s photo on the apple home page what he would really want In his honor let s get back to innov'
google,?,'Android Google Android Beam makes NFC for more than paying for things http t co dxrbxjkB DhilipSiva'
twitter,?,'it runs the world twitter'
google,?,'ksidd94 lol it s tocomplicated to explain on here lol lookitup google twitterrookie lmao'
twitter,?,'Ain t really been on all day Suppppp Twitter'
microsoft,?,'Christina Hendricks et Sean Faris dans NFS C est aujourd hui qu Electronic Arts a annonc q http t co 1wh2g6Kd Microsoft Xbox360'
microsoft,?,'epic microsoft ich dachte echt das kann doch nur fake sein http t co T4vXmNO7'
apple,negative,'Iphone 4s siri doesn t work for shit apple'
google,?,'Going in with mikedunn one of the chosenfewdjs all in with chicago housemusic Might want to google him'
apple,?,'God Bless YouTube apple for appletv our bad ass system LOVING PrincessOfChina GB to coldplay rihanna too'
apple,?,'too many companies don t have apple management 60 sec vid http bit ly pwLpgQ entrepreneur startup scalecomputing pioniq'
twitter,?,'ArmiiBunbury OO no sabia que tenias twitter followme me das followback vale'
microsoft,?,'ALG Iniciamos formaci n Microsoft M 6292 xitos a los participantes El conocimiento crece cuando se comparte www alg net ve'
apple,?,'Not Bad Apple Sells Over 4 Million IPhones in Debut Weekend Bloomberg http t co AVSl3ygU smartphone sm RT VinodRad'
google,?,'Siri s Search Capabilities vs Google Voice Search on Android Tested http t co YKiFTufX apple google voip'
apple,?,'Wisconsin Mommy Apple I d totally email the company I always get great service at our Apple store'
twitter,?,'Quem n o tem um TWITTER que atire a primeira pedra'
twitter,?,'RT juancamilo890 Marbelle30 Esta familia de twitter cada vez crece mas y mas r pidamente estas en 71 406 seguidores y estoy segur'
microsoft,?,'228MB for what is basically a glorified chat client Oh Microsoft lync microsoft http t co oktrAysu'
twitter,?,'RT WinklrSprinklr JenWeedin listen here ShaunaWalters8 is new to twitter and needs practice support her here brat goodsamarit'
twitter,?,'Twitter off'
microsoft,?,'Microsoft applies for celebrity search patent microsoft bing http t co 7kAorRKZ'
google,?,'Queridos at amanh At mais Google FAIL ICS FAIL NEXUSPRIME MAOMENO'
microsoft,?,'A Child s Eye View Of Microsoft s Kinect For Kids http t co mnamu0xF'
google,?,'google JL Fashion GmbH Zollikon femme essentielle SHOPPING SUISSE par astramedia JL Mode G http t co rZKIDJv6 wikileaks'
apple,?,'Digital X Worldwide Today Is Steve Jobs Day In California apple http t co QSCHuMIN'
microsoft,?,'Microsoft vend des licences d utilisation pour des softs qui ne lui appartiennent pas http t co bc6v9hRT korben'
apple,negative,'I don t really like Siri s voice Perhaps apple can get Star Wars voices just like garmin http t co pSUJg9pN'
google,?,'jcmwright we are a going over to Google right now and we are in Maryland MICA Catch up with us this week sometime edu11'
microsoft,?,'Microsoft Office A Shortcut To Find Your Microsoft Office Documents http t co QojWxB50 via ibad info'
apple,?,'Thank you Apple iOS 5 for email pop up on the lock screen and opening it when unlocking'
twitter,?,'Niggas be in they feelings on twitter hella funny'
apple,negative,'2nd apple genius apptment running late 2nd day in row for 2nd dodgy iPod You make mega hire some staff'
google,?,'Bitch please your vagina has been used more than google'
apple,negative,'apple why is my iPhone battery so crappy fail'
apple,?,'Now who can guarantee that apple hd nothing 2 do with Blackberry RIM server failure Days after over 4million iPhone 4S sold in 3days'
google,?,'SamsungGalaxyNexus google android IceCreamSandwich New browser http t co Zx6pIo6f'
twitter,?,'It s almost 4 20 Where is your bong Is it packed Let s rip a bowl over the time space continuum that is Twitter'
google,?,'HNews Google Samsung unveil Ice Cream Sandwich powered Galaxy Nexus http t co elh77r4p google net'
apple,?,'Another mention for Apple Store http t co fiIOApKt RT floridamike Once again getting great customer service from the apple store'
google,?,'Damn group meeting disturbin me from watchin the google event'
google,?,'JosialBass Dios mio Android no tiene Limites RT JosialBass El nuevo Android de Google GalaxyNexus 4 0 http t co fxqXDQb8'
google,?,'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at what s new from Android http t co 8fiwDhcC'
google,?,'Google releases 50 new features for presentations in GoogleDocs http t co 0x6crRao'
google,?,'Auch Google gef llt das Panda 2 5 Update nicht Analyse eines Rollbacks Searchmetrics SEO Blog http t co 2LvpBK0J google panda seo'
microsoft,negative,'System IO File Delete You lie You didn t delete my file and you didn t throw an exception WTF microsoft net'
apple,?,'apple So why is Siri only available on the iPhone 4S http t co QZuNgyLW'
microsoft,negative,'Apple Microsoft The Difference How Apple Eclipsed Microsoft PSFK http t co Rmi8oSMi brand brands marketing innovation'
microsoft,?,'Gentle Ballmer meekly suggests the competition is doomed Microsoft is winning winning winning http t co 7ntP5MS1 via thetecheye'
microsoft,?,'Suppose Microsoft Had Bought Siri Forbes http t co ZRYNdhDi apple microsoft siri msft'
microsoft,?,'RT DariuszPorowski RT Me too rem8 On my way home from 1st day of MTS11 Had great time with alead DariuszPorowski and others mv'
microsoft,?,'Microsoft Lanzara nueva tecnologia Omnitouch que usa Kinect Si la tendencia son las pantallas touch o Mul http t co A4aSHlF6'
apple,?,'fashionNOGuilt haha tomorrow should be less hectic too cause everyone and their moms was at the apple store today'
google,?,'VIDEO Een online check out in een webwinkel in In Real Life google webshop http t co kGw54MaC'
apple,?,'waiting for Jacob fairview apple storeee'
twitter,?,'AlexMufferi twitter gt facebook'
google,?,'DanyFajardo Listo Dany gracias Google'
google,?,'RT twandroid Nouvelle application Contacts les connections Linkedin Twitter sont enfin int gr es google nexusprime'
microsoft,negative,'joannejacobs I d like to criticise Microsoft s Steve Ballmer face to face for all the pain suffering their products cause justsaying'
apple,?,'Smh at ItsTheSituation for trying to cut in line for a 4S Cmon mayne if Apple s cofounder stood in line then you are too'
google,?,'Google s open source search to end http t co h8PYttyr'
twitter,negative,'Who the hell uses twitter on a tv man panasonic epicfail'
twitter,?,'Mayra Moreno1 congrats ya sabes usar twitter jajajaja loveu'
apple,?,'N Apple vai trabalhar no iPhone5'
google,?,'1 Google ranked funniest FUNNY tshirts on the net Sushi BarExam http t co jSrVRFgK lawschool lawyers SALE humor lawyers'
apple,?,'Mooi verhaal over Dropbox en hoe zij een geweldig aanbod van apple Steve Jobs hebben geweigerd in het verleden http t co eARoBIne'
twitter,?,'Top thing you would change about twitter go'
apple,?,'Hey twitter and apple this is pretty dumb http t co kubkPO0T'
microsoft,?,'RT diegocambiaso Microsoft en el futuro Kinect y su tecnolog a avanzada http t co kjiGyuFr'
google,?,'samsung galaxy nexus orbital laser apple iphone 4s wooden stick google'
microsoft,?,'Microsoft Jetzt wird jede Hand zum Touch Screen http t co 46F2PM7v OmniTouch'
apple,?,'Using Apple s mobile AirPort Utility http t co TiDpaHYC'
google,?,'google just invented mango taste icecream even the roboto is so segoe but it s ok every oem will have to pay ms anyway LOL'
google,negative,'RT businessuplift Why facebook and google have got it wrong http t co PDbF7H3f'
apple,?,'iPhone 4S Setup SIRI for your Tweets http t co fZ216OiJ apple apple iphone siri'
google,?,'Parece que Google Labs se acaba m fastcompany com technology 57403 google fail'
microsoft,?,'RT DonChambitas Busco m s Desarrolladores C con experiencia tambi n en Testing para proyecto en Microsoft http t co tNWl0OYu net'
microsoft,negative,'Six PowerPoint Nightmares and How to Fix Them http t co JsQ96NuQ powerpoint microsoft presentations'
twitter,?,'I m starting to get really concerned sending hashtags in emails P twitter is taking over our lives D'
microsoft,?,'RT slashdotjp http t co zK1dtFiS microsoft Microsoft Skype'
microsoft,?,'Windows Phone Microsoft best tigt Fehler nach Update Abst rze beim Musikgenuss und eine verschwunde http t co hbK4Fxjk microsoft'
twitter,?,'Hola bienvenidos al mundo en cuando twitter se convierte en una adicci n y no pod s estar un d a sin entrar ahhh'
apple,?,'hmm it seems i should have checked the identity of apple first'
apple,negative,'Apparently Apple genius training doesn t extend to clocks service They re half an hour late for my appointment and couldn t let me know'
twitter,?,'twitter detik Tak Ada Api di TransJ yang Meledak di SPBG Pinang Ranti http t co OTIJLXp7'
twitter,?,'Recruiting Tip Ask yourself why am I not building my personal brand on LinkedIn Twitter and Facebook'
twitter,?,'Creo q cuando una persona ya no te quiere te borrade su twitter'
google,?,'Tita Ramos Google it'
google,?,'A los interesados pueden seguir la presentaci n stream de google y samsung sobre lo nuevo de android'
google,?,'New Solar plant seen on I 15 on the way to Vegas invested in by Google http t co Pzw8OVnm RT eco google solar greenpower'
twitter,?,'RT IsmaelitoDrums VolviiendoO Ah Twitter haha Diios Les Bendiiga'
google,?,'Nouveau layout pour la Galerie qui est en forme de magazine google nexusprime'
twitter,?,'MichaelJakcsonQui onez wowo ya es un tema muy comentado en twitter'
google,?,'google motorola Motorola bernahme durch Google Justizministerium fordert Informationen Mitte August wurde b http t co C5nZWALj'
microsoft,?,'Bill Gates llamado a declarar por un antiguo caso de http t co JReEpHNr Wordperfect Windows 95 Microsoft Novell Bill Gates'
twitter,?,'Wordd BblowPoundz This TT was well needed cuz I thought Twitter was dien'
twitter,?,'RT SomalyMam You follow me on twitter Like my Foundation on facebook http t co A1zgaK5l Together we can stop humantrafficking'
microsoft,?,'ToWhat technological extensivity Microsoft willProvide the CloudComputing Thanks MS for Bein aPart ofMy generation http t co bsnbAhBp'
apple,?,'Siri is kinda slow tho impressed it got my accent and commands first time out apple'
microsoft,?,'Will watch this one with interest RT RossMistry Microsoft Codename Data Explorer CTP Coming Next Month http t co vpQOyXWa'
twitter,?,'twitter detik Ada Ledakan TransJ Pinang Ranti Pluit Tetap Beroperasi http t co is9X23JR'
apple,?,'RT To1ne apple thanks for fixing this http t co wTj1ogDO'
twitter,?,'N o sou viciada em dorgas nem em alcool mais sou no Twitter fato'
microsoft,negative,'Microsoft s latest offering leaves me praying for the Blue Screen of Death http t co gTqdvfxo advertising OhNoNotAgain'
google,?,'RT twandroid Nouveau layout pour la Galerie qui est en forme de magazine google nexusprime'
twitter,?,'Justo cuando aprendes a usar Twitter ya no pod s salir Twitter'
twitter,?,'Nadie es tan lind como en la foto del twitter y tampoco tan feo como en la foto de la cedula'
apple,?,'New Blog http t co ENCSF1Ju VerizonWireless Motorola Google Apple Android DroidBionic iPhone4S 4GLTE'
google,negative,'Codename or not awesome or not I have a hard time taking ANYTHING called Ice Cream Sandwich seriously google android sticky melts'
apple,negative,'apple why does iPhone4 plus iOS5 equal half the battery life'
microsoft,?,'Check out this great Blog w Tips from YouSendIt what 2 Consider When Migrating 2 Microsoft Exchange 2010 http t co eeF3780B YSI'
twitter,?,'twitter Mii MediO de DesahOgo'
microsoft,?,'Project Greenwich 2 be released by Microsoft Research lets people curate their own personal history http t co ocre5FwU'
google,?,'Surfactants pdf ebook http t co mnPp2jjm google'
microsoft,?,'Undecided how i feel about new microsoft searchengine idea but could be cool minus the whole celebrity impersonation http t co BdfKJGkz'
apple,negative,'Blackberry does take better quality photos than Apple iPhone though I give them that photograhersEye'
google,?,'Good god the camera app in Icecream Sandwich is amazing and that camera is FAST samsung google android galaxyNexus'
microsoft,?,'RT remcovandenhout Meest comfortabele Touch area voor tablets volgens onderzoek Microsoft augnl 2thumbsUp http t co ChwcvZLE'
twitter,?,'Hace cuanto que no me conecto al msn ya no le doy tanta bola al facebook y todo por tu culpa twitter'
twitter,?,'luisrodrigogali ajjaja noo nooo poes porqq se va a enterarr a menos q tengaa Twitter jajaja'
microsoft,?,'Microsoft lanza sitio oficial de Skype http t co DdKFEWQb visto en Bolivia'
google,?,'Android Google Ice Cream Sandwich UI enhancements a new spin on Android http t co DAPpm4av DhilipSiva'
apple,?,'apple expanded the app store to more than 20 new countries in the december quarter'
microsoft,?,'HEUTE Microsoft Office 2010 Home Student Product Key Card 1 User statt 149 nur 89 99 http t co tdMFe0nI'
microsoft,?,'Microsoft convierte cualquier cosa en tactil Mira el video http t co SAeLwlBJ'
apple,?,'I Apple http t co a8on3IAa'
google,?,'seo serps Ballmer 70 Of The Time Google Bing Are The Same So Try Bing by dannysullivan http t co ZE9AiMYI google yahoo bing'
microsoft,?,'Just walked in the door of the Microsoft kenyaopendoor conference'
google,?,'How an email hacker ruined my life and then tried to sell it back to me http t co ixquAT2l via guardian privacy fb gmail google'
twitter,?,'What do u think of Location Lock s new twitter logo Can u see the cross hairs for when GPS tracking locks on 2 ur fleet vehicle'
apple,?,'RT HaendelBalzora dear apple please invent FaceTime Voicemails sincerely haendel balzora jr apple'
twitter,?,'Did a couple of changes Twitter'
microsoft,?,'RT robertodesign SMAU Milano I9 domani un posto in prima fila Vi aspetto 11 30 area sessioni tecniche Microsoft stay tunef'
apple,?,'Today very cheap for Patio Furniture San Anton http t co Sd3i1bjm Plastic Apple Bags'
twitter,?,'Twitter Buzz Builds for the Occupy Wall Street Movement CHARTS http t co E44Qd1u2 Twitter'
microsoft,?,'RT Pocketlint Ballmer on Nokia Really looking forward to bunch of new devices next week nokia microsoft wp7 http t co vOH8VM8A'
twitter,?,'RT Te AmoTam twitter is not eharmony'
twitter,?,'Hey I m doing this at this place around this time you should come Twitter'
google,?,'Mientras que hoy RIM public su fabuloso BBX Google present Android 4 0 y todos se fueron al diablo D'
microsoft,?,'Feliz por mi nombramiento Microsoft Student Partner Nicaragua D a trabajar por el desarrollo tecnol gico de nuestra patria Nicaragua fb'
apple,?,'Attending mobilemem listening to James Kelley from apple'
twitter,negative,'8Sunni Yeah shit happens Twitter is a real whore sometimes'
microsoft,?,'Ballmer We re Lucky Microsoft Didn t Buy Yahoo http t co oHbevXdP CEO John Steve Web acquisition comment conference'
microsoft,?,'As mainly a Microsoft business user is it OK to like IBM ibmconnections'
apple,negative,'iMessage doesn t show the time a message was sent annoying apple'
apple,negative,'RT Jewelz2611 mashable apple iphones r 2 expensive Most went w htc galaxy No customer loyalty w phone comp'
apple,?,'RT DailyDealChat bidmyway I like your app for the apple iPhone very simple and easy to use'
microsoft,?,'Natuuuuuuurlijk vraagt een microsoft product om tig onnodige handmatig handelingen fail http t co ijnZkFVJ'
microsoft,?,'MIcrosoft Launches Reseller RewardHub for Resllers http t co scPUl9Yz'
apple,negative,'Waiting for items to copy in Itunes after everything DID copy goes on and on and on Come on Apple what the hell'
apple,negative,'By far the worst experience upgrading out of any version of iOS apple iOS5'
microsoft,?,'RT MSFTDynamicsERP Time to learn inspire and innovate at the Microsoft Dynamics AX2012 EMEA Tech Conference http t co bzX4UE6K'
apple,negative,'Apple you re killing me Excited about iOS5 no longer tragic battery drain genius bar wants to replace the battery Really'
microsoft,?,'windowsphone wp7 Microsoft really google http t co vI0htJRr icecreamsandwichfail innovation by imitation sad sad'
twitter,?,'checando Facebook Twitter'
microsoft,?,'RT RossMistry Microsoft Codename Data Explorer CTP Coming Next Month http t co NkhuoM7U SQLServer SQL2012 SQLAzure'
google,?,'The new Nexus looks good UI feel a bit confusing but I guess Android users are ok with that Now try it Google android nexusprime'
apple,negative,'hailfire101 Irvysan They are then apple happened and snatched Siri so they could be douchebags and say it s ours'
apple,negative,'For being the inventor of the computer mouse Why is it that Apple has never made one that is not a complete piece of fucking shit'
google,?,'The next pure Google phone is the Galaxy Nexus by Samsung It s fast and has a nice screen http t co 9RwvaUkq'
microsoft,?,'RT calvinnieh Learn how to keep Microsoft Exchange costs low today at 11am Pacific Win with Microsoft and NetApp Webcast http'
twitter,?,'Andrees ramos Jajajajaja ya se que etsamos en Twitter baboso pero yo lo vi en FB INBOX pues'
google,?,'AsiaClassifiedToday Asia Family Offices to Triple Lead Growth Citigroup Says BusinessWeek http t co 93f16E44 asia google biz'
twitter,?,'Can anyone please explain to us why the Retweet issue is happening to many but not to others twitter tweeting tweeps'
twitter,?,'RT itoHedz Twitter donde las peleas entre personas son mas comunes que frutas en un mercado'
apple,negative,'albertmal88 remember apple is evil icloud entering the dropbox market'
google,?,'Android 4 0 Ice Cream Introducing Galaxy Nexus Simple beautiful beyond smart http t co vUWgyx3N Google'
twitter,?,'as indiretaa ta solta hoje nesse twitter UAHSUAHSUASA E SO PRA ELA S2'
microsoft,?,'microsoft http t co C0MlLa07 Facebook Facewbook'
google,negative,'ATHEN s review of Google Docs accessibility shows a lot of work needs to be done http t co rad9WdSw a11y HT chadleaman'
google,?,'Le agregan face unlock bloquear y desbloquear el telefono con tu rostro ESTA DEMASIADO INTERESANTE LA CONFERENCIA DE GOOGLE JUSTO AHORA'
google,?,'Google Android Ice Cream Sandwich 4 0 photos http t co iK3Iq8KR'
microsoft,?,'RT mashable Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes You re Lucky http t co afWazWOy'
apple,negative,'ugh apple you re reservation page for the iPhone is NOT working'
microsoft,?,'Microsoft lanza sitio oficial de Skype http t co Ra22ZJb7 desde Tegnologia'
google,?,'Novedades Google resultados en ingl s traducidos y SSL por defecto para los usuarios registrados http t co LCbQk2fw golpe a Analytics'
twitter,?,'Man i love Twitter'
google,?,'Google y su distorsi n de la accesibilidad http t co LE6lzlus fb android chromeos chromevox'
apple,?,'Complimenti sinceri ad apple per IOS5 va benissimo su iPhone e iPad'
microsoft,negative,'I would be a lot happier if Microsoft Word didn t freeze every 5 minutes'
microsoft,?,'Dr Ogalinski El Proyecto OmniTouch de Microsoft todo el mundo es un touchscreen http t co qzt26Gj8'
google,?,'Watching the Android announcement from Google and Samsung IceCream Sandwich looks really interesting http t co oeZK9iV1 google android'
apple,?,'Lol bet that Android couldnt do that RT ceejay3k I promise this iPhone been at 1 battery for the last 3 hours I see you apple'
twitter,?,'twitter goin hammer'
microsoft,?,'RT MichelEnLaRed linux ubuntu Windows microsoft http t co TteunwMj Que gran diferencia'
